key;shape;fingers;image;chord;chord_long;root;suffix;suffix_long;bass
174;["8","9","8","8","8","9"];["1","3","1","1","1","2"];jguitar/Asharp7sus2sus4-Csharp.png;A#7sus2sus4/C#;A#7sus2sus4/C#;A#;7sus2sus4;7th Suspended 2nd Suspended 4th;C#
175;["11","11","10","10","11","10"];["4","3","1","1","2","1"];jguitar/Asharp7sus2sus4-D.png;A#7sus2sus4/D;A#7sus2sus4/D;A#;7sus2sus4;7th Suspended 2nd Suspended 4th;D
176;["4","1","3","1","x","x"];["4","2","3","1","0","0"];jguitar/Asharp7sus2sus4-Dsharp.png;A#7sus2sus4/D#;A#7sus2sus4/D#;A#;7sus2sus4;7th Suspended 2nd Suspended 4th;D#
177;["1","1","1","1","1","0"];["1","1","1","1","1","0"];jguitar/Asharp7sus2sus4-E.png;A#7sus2sus4/E;A#7sus2sus4/E;A#;7sus2sus4;7th Suspended 2nd Suspended 4th;E
178;["1","1","1","1","1","1"];["1","1","1","1","1","1"];jguitar/Asharp7sus2sus4-F.png;A#7sus2sus4/F;A#7sus2sus4/F;A#;7sus2sus4;7th Suspended 2nd Suspended 4th;F
179;["1","1","1","1","1","2"];["1","1","1","1","1","2"];jguitar/Asharp7sus2sus4-Fsharp.png;A#7sus2sus4/F#;A#7sus2sus4/F#;A#;7sus2sus4;7th Suspended 2nd Suspended 4th;F#
180;["1","1","1","1","1","3"];["1","1","1","1","1","3"];jguitar/Asharp7sus2sus4-G.png;A#7sus2sus4/G;A#7sus2sus4/G;A#;7sus2sus4;7th Suspended 2nd Suspended 4th;G
181;["1","1","1","1","1","4"];["1","1","1","1","1","4"];jguitar/Asharp7sus2sus4-Gsharp.png;A#7sus2sus4/G#;A#7sus2sus4/G#;A#;7sus2sus4;7th Suspended 2nd Suspended 4th;G#
182;["1","4","1","1","1","x"];["1","4","1","1","1","0"];jguitar/Asharp7sus4.png;A#7sus4;A#7sus4;A#;7sus4;7th Suspended 4th;A#
183;["4","4","x","4","6","6"];["1","1","0","1","4","3"];jguitar/Asharp7sus4sharp5.png;A#7sus4#5;A#7sus4#5;A#;7sus4#5;7th Suspended 4th Sharp 5th;A#
184;["6","7","8","6","6","5"];["2","3","4","2","2","1"];jguitar/Asharp7sus4sharp5-A.png;A#7sus4#5/A;A#7sus4#5/A;A#;7sus4#5;7th Suspended 4th Sharp 5th;A
185;["6","7","8","6","6","7"];["1","3","4","1","1","2"];jguitar/Asharp7sus4sharp5-B.png;A#7sus4#5/B;A#7sus4#5/B;A#;7sus4#5;7th Suspended 4th Sharp 5th;B
186;["4","4","3","4","3","x"];["4","3","1","2","1","0"];jguitar/Asharp7sus4sharp5-C.png;A#7sus4#5/C;A#7sus4#5/C;A#;7sus4#5;7th Suspended 4th Sharp 5th;C
187;["6","7","8","6","6","9"];["1","2","3","1","1","4"];jguitar/Asharp7sus4sharp5-Csharp.png;A#7sus4#5/C#;A#7sus4#5/C#;A#;7sus4#5;7th Suspended 4th Sharp 5th;C#
188;["6","7","8","6","5","x"];["2","3","4","2","1","0"];jguitar/Asharp7sus4sharp5-D.png;A#7sus4#5/D;A#7sus4#5/D;A#;7sus4#5;7th Suspended 4th Sharp 5th;D
189;["6","7","8","6","6","x"];["1","2","3","1","1","0"];jguitar/Asharp7sus4sharp5-Dsharp.png;A#7sus4#5/D#;A#7sus4#5/D#;A#;7sus4#5;7th Suspended 4th Sharp 5th;D#
190;["2","x","1","1","1","0"];["2","0","1","1","1","0"];jguitar/Asharp7sus4sharp5-E.png;A#7sus4#5/E;A#7sus4#5/E;A#;7sus4#5;7th Suspended 4th Sharp 5th;E
191;["2","4","1","1","1","1"];["2","4","1","1","1","1"];jguitar/Asharp7sus4sharp5-F.png;A#7sus4#5/F;A#7sus4#5/F;A#;7sus4#5;7th Suspended 4th Sharp 5th;F
192;["4","4","1","1","1","2"];["4","4","1","1","1","2"];jguitar/Asharp7sus4sharp5-Fsharp.png;A#7sus4#5/F#;A#7sus4#5/F#;A#;7sus4#5;7th Suspended 4th Sharp 5th;F#
193;["4","4","3","4","x","3"];["4","3","1","2","0","1"];jguitar/Asharp7sus4sharp5-G.png;A#7sus4#5/G;A#7sus4#5/G;A#;7sus4#5;7th Suspended 4th Sharp 5th;G
194;["2","x","3","1","1","4"];["2","0","3","1","1","4"];jguitar/Asharp7sus4sharp5-Gsharp.png;A#7sus4#5/G#;A#7sus4#5/G#;A#;7sus4#5;7th Suspended 4th Sharp 5th;G#
195;["6","6","8","6","6","5"];["2","2","4","2","2","1"];jguitar/Asharp7sus4-A.png;A#7sus4/A;A#7sus4/A;A#;7sus4;7th Suspended 4th;A
196;["4","4","3","3","2","x"];["3","3","2","2","1","0"];jguitar/Asharp7sus4-B.png;A#7sus4/B;A#7sus4/B;A#;7sus4;7th Suspended 4th;B
197;["4","4","3","3","3","x"];["2","2","1","1","1","0"];jguitar/Asharp7sus4-C.png;A#7sus4/C;A#7sus4/C;A#;7sus4;7th Suspended 4th;C
198;["4","4","3","3","4","x"];["4","3","1","1","2","0"];jguitar/Asharp7sus4-Csharp.png;A#7sus4/C#;A#7sus4/C#;A#;7sus4;7th Suspended 4th;C#
199;["4","4","3","3","5","x"];["2","2","1","1","3","0"];jguitar/Asharp7sus4-D.png;A#7sus4/D;A#7sus4/D;A#;7sus4;7th Suspended 4th;D
200;["6","6","8","6","6","x"];["1","1","3","1","1","0"];jguitar/Asharp7sus4-Dsharp.png;A#7sus4/D#;A#7sus4/D#;A#;7sus4;7th Suspended 4th;D#
201;["1","x","1","1","1","0"];["1","0","1","1","1","0"];jguitar/Asharp7sus4-E.png;A#7sus4/E;A#7sus4/E;A#;7sus4;7th Suspended 4th;E
202;["1","4","1","1","1","1"];["1","4","1","1","1","1"];jguitar/Asharp7sus4-F.png;A#7sus4/F;A#7sus4/F;A#;7sus4;7th Suspended 4th;F
203;["1","4","1","1","1","2"];["1","4","1","1","1","2"];jguitar/Asharp7sus4-Fsharp.png;A#7sus4/F#;A#7sus4/F#;A#;7sus4;7th Suspended 4th;F#
204;["1","4","1","1","1","3"];["1","4","1","1","1","3"];jguitar/Asharp7sus4-G.png;A#7sus4/G;A#7sus4/G;A#;7sus4;7th Suspended 4th;G
205;["6","6","x","6","6","4"];["3","3","0","3","3","1"];jguitar/Asharp7sus4-Gsharp.png;A#7sus4/G#;A#7sus4/G#;A#;7sus4;7th Suspended 4th;G#
206;["1","1","1","0","1","x"];["4","3","2","0","1","0"];jguitar/Asharp9.png;A#9;A#9;A#;9;9th;A#
207;["6","6","5","6","5","5"];["4","3","1","2","1","1"];jguitar/Asharp9-A.png;A#9/A;A#9/A;A#;9;9th;A
208;["8","9","7","8","x","7"];["3","4","1","2","0","1"];jguitar/Asharp9-B.png;A#9/B;A#9/B;A#;9;9th;B
209;["4","3","3","3","3","x"];["2","1","1","1","1","0"];jguitar/Asharp9-C.png;A#9/C;A#9/C;A#;9;9th;C
210;["8","9","x","8","5","9"];["2","4","0","2","1","3"];jguitar/Asharp9-Csharp.png;A#9/C#;A#9/C#;A#;9;9th;C#
211;["8","9","10","8","8","10"];["1","2","4","1","1","3"];jguitar/Asharp9-D.png;A#9/D;A#9/D;A#;9;9th;D
212;["13","13","15","12","11","11"];["3","3","4","2","1","1"];jguitar/Asharp9-Dsharp.png;A#9/D#;A#9/D#;A#;9;9th;D#
213;["1","1","1","0","1","0"];["4","3","2","0","1","0"];jguitar/Asharp9-E.png;A#9/E;A#9/E;A#;9;9th;E
214;["x","1","1","0","1","1"];["0","4","3","0","2","1"];jguitar/Asharp9-F.png;A#9/F;A#9/F;A#;9;9th;F
215;["x","1","1","0","1","2"];["0","3","2","0","1","4"];jguitar/Asharp9-Fsharp.png;A#9/F#;A#9/F#;A#;9;9th;F#
216;["x","1","1","0","1","3"];["0","3","2","0","1","4"];jguitar/Asharp9-G.png;A#9/G;A#9/G;A#;9;9th;G
217;["6","6","5","x","5","4"];["3","3","2","0","2","1"];jguitar/Asharp9-Gsharp.png;A#9/G#;A#9/G#;A#;9;9th;G#
218;["0","1","1","0","1","x"];["0","3","2","0","1","0"];jguitar/Asharp9b5.png;A#9b5;A#9b5;A#;9b5;9th Flat 5th;A#
219;["6","5","5","6","5","5"];["3","1","1","2","1","1"];jguitar/Asharp9b5-A.png;A#9b5/A;A#9b5/A;A#;9b5;9th Flat 5th;A
220;["8","9","7","8","7","7"];["3","4","1","2","1","1"];jguitar/Asharp9b5-B.png;A#9b5/B;A#9b5/B;A#;9b5;9th Flat 5th;B
221;["6","x","7","6","7","8"];["1","0","3","1","2","4"];jguitar/Asharp9b5-C.png;A#9b5/C;A#9b5/C;A#;9b5;9th Flat 5th;C
222;["8","9","9","8","x","10"];["1","3","2","1","0","4"];jguitar/Asharp9b5-D.png;A#9b5/D;A#9b5/D;A#;9b5;9th Flat 5th;D
223;["12","13","15","12","11","11"];["2","3","4","2","1","1"];jguitar/Asharp9b5-Dsharp.png;A#9b5/D#;A#9b5/D#;A#;9b5;9th Flat 5th;D#
224;["0","1","1","0","1","0"];["0","3","2","0","1","0"];jguitar/Asharp9b5-E.png;A#9b5/E;A#9b5/E;A#;9b5;9th Flat 5th;E
225;["0","1","1","0","1","1"];["0","4","3","0","2","1"];jguitar/Asharp9b5-F.png;A#9b5/F;A#9b5/F;A#;9b5;9th Flat 5th;F
226;["0","1","1","0","1","2"];["0","3","2","0","1","4"];jguitar/Asharp9b5-Fsharp.png;A#9b5/F#;A#9b5/F#;A#;9b5;9th Flat 5th;F#
227;["0","1","1","0","1","3"];["0","3","2","0","1","4"];jguitar/Asharp9b5-G.png;A#9b5/G;A#9b5/G;A#;9b5;9th Flat 5th;G
228;["6","5","5","6","5","4"];["4","2","2","3","2","1"];jguitar/Asharp9b5-Gsharp.png;A#9b5/G#;A#9b5/G#;A#;9b5;9th Flat 5th;G#
229;["1","1","1","1","1","x"];["1","1","1","1","1","0"];jguitar/Asharp9sus4.png;A#9sus4;A#9sus4;A#;9sus4;9th Suspended 4th;A#
230;["6","x","5","6","6","5"];["4","0","1","3","2","1"];jguitar/Asharp9sus4-A.png;A#9sus4/A;A#9sus4/A;A#;9sus4;9th Suspended 4th;A
231;["4","1","3","1","2","x"];["4","1","3","1","2","0"];jguitar/Asharp9sus4-B.png;A#9sus4/B;A#9sus4/B;A#;9sus4;9th Suspended 4th;B
232;["4","4","3","3","3","x"];["2","2","1","1","1","0"];jguitar/Asharp9sus4-C.png;A#9sus4/C;A#9sus4/C;A#;9sus4;9th Suspended 4th;C
233;["8","9","8","8","8","9"];["1","3","1","1","1","2"];jguitar/Asharp9sus4-Csharp.png;A#9sus4/C#;A#9sus4/C#;A#;9sus4;9th Suspended 4th;C#
234;["8","9","8","8","8","10"];["1","2","1","1","1","3"];jguitar/Asharp9sus4-D.png;A#9sus4/D;A#9sus4/D;A#;9sus4;9th Suspended 4th;D
235;["13","13","13","13","13","11"];["3","3","3","3","3","1"];jguitar/Asharp9sus4-Dsharp.png;A#9sus4/D#;A#9sus4/D#;A#;9sus4;9th Suspended 4th;D#
236;["1","1","1","1","1","0"];["1","1","1","1","1","0"];jguitar/Asharp9sus4-E.png;A#9sus4/E;A#9sus4/E;A#;9sus4;9th Suspended 4th;E
237;["1","1","1","1","1","1"];["1","1","1","1","1","1"];jguitar/Asharp9sus4-F.png;A#9sus4/F;A#9sus4/F;A#;9sus4;9th Suspended 4th;F
238;["1","1","1","1","1","2"];["1","1","1","1","1","2"];jguitar/Asharp9sus4-Fsharp.png;A#9sus4/F#;A#9sus4/F#;A#;9sus4;9th Suspended 4th;F#
239;["1","1","1","1","1","3"];["1","1","1","1","1","3"];jguitar/Asharp9sus4-G.png;A#9sus4/G;A#9sus4/G;A#;9sus4;9th Suspended 4th;G
240;["1","1","1","1","1","4"];["1","1","1","1","1","4"];jguitar/Asharp9sus4-Gsharp.png;A#9sus4/G#;A#9sus4/G#;A#;9sus4;9th Suspended 4th;G#
241;["1","1","3","0","1","x"];["3","2","4","0","1","0"];jguitar/Asharpadd9.png;A#add9;A#add9;A#;add9;Major Add 9th;A#
242;["1","1","3","0","0","x"];["1","1","3","0","0","0"];jguitar/Asharpadd9-A.png;A#add9/A;A#add9/A;A#;add9;Major Add 9th;A
243;["1","1","3","0","2","x"];["1","1","3","0","2","0"];jguitar/Asharpadd9-B.png;A#add9/B;A#add9/B;A#;add9;Major Add 9th;B
244;["1","3","3","0","3","x"];["1","4","3","0","2","0"];jguitar/Asharpadd9-C.png;A#add9/C;A#add9/C;A#;add9;Major Add 9th;C
245;["8","x","7","8","x","9"];["3","0","1","2","0","4"];jguitar/Asharpadd9-Csharp.png;A#add9/C#;A#add9/C#;A#;add9;Major Add 9th;C#
246;["8","11","10","8","8","10"];["1","4","3","1","1","2"];jguitar/Asharpadd9-D.png;A#add9/D;A#add9/D;A#;add9;Major Add 9th;D
247;["8","6","7","8","6","x"];["4","1","2","3","1","0"];jguitar/Asharpadd9-Dsharp.png;A#add9/D#;A#add9/D#;A#;add9;Major Add 9th;D#
248;["1","1","3","0","1","0"];["3","2","4","0","1","0"];jguitar/Asharpadd9-E.png;A#add9/E;A#add9/E;A#;add9;Major Add 9th;E
249;["1","1","x","0","1","1"];["4","3","0","0","2","1"];jguitar/Asharpadd9-F.png;A#add9/F;A#add9/F;A#;add9;Major Add 9th;F
250;["1","1","3","0","x","2"];["1","1","3","0","0","2"];jguitar/Asharpadd9-Fsharp.png;A#add9/F#;A#add9/F#;A#;add9;Major Add 9th;F#
251;["1","1","3","0","x","3"];["1","1","4","0","0","3"];jguitar/Asharpadd9-G.png;A#add9/G;A#add9/G;A#;add9;Major Add 9th;G
252;["6","6","5","x","5","4"];["3","3","2","0","2","1"];jguitar/Asharpadd9-Gsharp.png;A#add9/G#;A#add9/G#;A#;add9;Major Add 9th;G#
253;["2","3","3","0","1","x"];["2","4","3","0","1","0"];jguitar/Asharpaug.png;A#+;A#aug;A#;aug;Augmented;A#
254;["2","3","3","0","0","x"];["1","3","2","0","0","0"];jguitar/Asharpaug-A.png;A#+/A;A#aug/A;A#;aug;Augmented;A
255;["2","3","3","4","2","x"];["1","3","2","4","1","0"];jguitar/Asharpaug-B.png;A#+/B;A#aug/B;A#;aug;Augmented;B
256;["2","3","3","0","3","x"];["1","4","3","0","2","0"];jguitar/Asharpaug-C.png;A#+/C;A#aug/C;A#;aug;Augmented;C
257;["2","3","3","x","4","x"];["1","3","2","0","4","0"];jguitar/Asharpaug-Csharp.png;A#+/C#;A#aug/C#;A#;aug;Augmented;C#
258;["2","3","3","0","x","x"];["1","3","2","0","0","0"];jguitar/Asharpaug-D.png;A#+/D;A#aug/D;A#;aug;Augmented;D
259;["2","3","3","1","x","x"];["2","4","3","1","0","0"];jguitar/Asharpaug-Dsharp.png;A#+/D#;A#aug/D#;A#;aug;Augmented;D#
260;["2","3","3","2","x","x"];["2","4","3","1","0","0"];jguitar/Asharpaug-E.png;A#+/E;A#aug/E;A#;aug;Augmented;E
261;["2","3","x","0","1","1"];["3","4","0","0","2","1"];jguitar/Asharpaug-F.png;A#+/F;A#aug/F;A#;aug;Augmented;F
262;["x","3","3","0","1","2"];["0","4","3","0","1","2"];jguitar/Asharpaug-Fsharp.png;A#+/F#;A#aug/F#;A#;aug;Augmented;F#
263;["2","3","3","0","x","3"];["1","4","3","0","0","2"];jguitar/Asharpaug-G.png;A#+/G;A#aug/G;A#;aug;Augmented;G
264;["x","3","3","4","5","4"];["0","1","1","3","4","2"];jguitar/Asharpaug-Gsharp.png;A#+/G#;A#aug/G#;A#;aug;Augmented;G#
265;["2","3","1","0","1","x"];["3","4","2","0","1","0"];jguitar/Asharpaug7.png;A#+7;A#aug7;A#;aug7;Augmented 7th;A#
266;["6","7","7","6","5","5"];["2","4","3","2","1","1"];jguitar/Asharpaug7-A.png;A#+7/A;A#aug7/A;A#;aug7;Augmented 7th;A
267;["4","3","3","4","2","x"];["4","2","2","3","1","0"];jguitar/Asharpaug7-B.png;A#+7/B;A#aug7/B;A#;aug7;Augmented 7th;B
268;["4","3","3","4","3","x"];["3","1","1","2","1","0"];jguitar/Asharpaug7-C.png;A#+7/C;A#aug7/C;A#;aug7;Augmented 7th;C
269;["4","3","3","4","4","x"];["4","1","1","3","2","0"];jguitar/Asharpaug7-Csharp.png;A#+7/C#;A#aug7/C#;A#;aug7;Augmented 7th;C#
270;["6","7","7","6","5","x"];["2","4","3","2","1","0"];jguitar/Asharpaug7-D.png;A#+7/D;A#aug7/D;A#;aug7;Augmented 7th;D
271;["6","7","7","6","6","x"];["1","3","2","1","1","0"];jguitar/Asharpaug7-Dsharp.png;A#+7/D#;A#aug7/D#;A#;aug7;Augmented 7th;D#
272;["2","3","1","0","1","0"];["3","4","2","0","1","0"];jguitar/Asharpaug7-E.png;A#+7/E;A#aug7/E;A#;aug7;Augmented 7th;E
273;["2","x","1","0","1","1"];["4","0","3","0","2","1"];jguitar/Asharpaug7-F.png;A#+7/F;A#aug7/F;A#;aug7;Augmented 7th;F
274;["4","3","3","x","1","2"];["4","3","3","0","1","2"];jguitar/Asharpaug7-Fsharp.png;A#+7/F#;A#aug7/F#;A#;aug7;Augmented 7th;F#
275;["4","3","3","4","5","3"];["3","1","1","2","4","1"];jguitar/Asharpaug7-G.png;A#+7/G;A#aug7/G;A#;aug7;Augmented 7th;G
276;["4","3","3","4","x","4"];["4","1","1","3","0","2"];jguitar/Asharpaug7-Gsharp.png;A#+7/G#;A#aug7/G#;A#;aug7;Augmented 7th;G#
277;["2","1","1","0","1","x"];["4","3","2","0","1","0"];jguitar/Asharpaug9.png;A#+9;A#aug9;A#;aug9;Augmented 9th;A#
278;["6","7","5","6","5","5"];["3","4","1","2","1","1"];jguitar/Asharpaug9-A.png;A#+9/A;A#aug9/A;A#;aug9;Augmented 9th;A
279;["8","7","7","8","11","7"];["3","1","1","2","4","1"];jguitar/Asharpaug9-B.png;A#+9/B;A#aug9/B;A#;aug9;Augmented 9th;B
280;["4","3","3","4","3","x"];["3","1","1","2","1","0"];jguitar/Asharpaug9-C.png;A#+9/C;A#aug9/C;A#;aug9;Augmented 9th;C
281;["8","9","x","8","9","10"];["1","3","0","1","2","4"];jguitar/Asharpaug9-D.png;A#+9/D;A#aug9/D;A#;aug9;Augmented 9th;D
282;["2","1","1","0","1","0"];["4","3","2","0","1","0"];jguitar/Asharpaug9-E.png;A#+9/E;A#aug9/E;A#;aug9;Augmented 9th;E
283;["6","1","1","4","5","1"];["0","0","0","0","0","0"];jguitar/Asharpaug9-F.png;A#+9/F;A#aug9/F;A#;aug9;Augmented 9th;F
284;["x","1","1","0","1","2"];["0","3","2","0","1","4"];jguitar/Asharpaug9-Fsharp.png;A#+9/F#;A#aug9/F#;A#;aug9;Augmented 9th;F#
285;["6","x","5","4","5","4"];["4","0","3","1","2","1"];jguitar/Asharpaug9-Gsharp.png;A#+9/G#;A#aug9/G#;A#;aug9;Augmented 9th;G#
286;["2","3","2","0","1","x"];["3","4","2","0","1","0"];jguitar/Asharpaugmaj7.png;A#+M7;A#augmaj7;A#;augmaj7;Augmented Major 7th;A#
287;["2","3","3","0","0","x"];["1","3","2","0","0","0"];jguitar/Asharpaugmaj7-A.png;A#+M7/A;A#augmaj7/A;A#;augmaj7;Augmented Major 7th;A
288;["5","3","3","4","2","x"];["4","2","2","3","1","0"];jguitar/Asharpaugmaj7-B.png;A#+M7/B;A#augmaj7/B;A#;augmaj7;Augmented Major 7th;B
289;["5","3","3","4","3","x"];["3","1","1","2","1","0"];jguitar/Asharpaugmaj7-C.png;A#+M7/C;A#augmaj7/C;A#;augmaj7;Augmented Major 7th;C
290;["5","3","3","4","4","x"];["4","1","1","3","2","0"];jguitar/Asharpaugmaj7-Csharp.png;A#+M7/C#;A#augmaj7/C#;A#;augmaj7;Augmented Major 7th;C#
291;["5","3","3","4","5","x"];["4","1","1","2","3","0"];jguitar/Asharpaugmaj7-D.png;A#+M7/D;A#augmaj7/D;A#;augmaj7;Augmented Major 7th;D
292;["6","7","7","7","6","x"];["1","4","3","2","1","0"];jguitar/Asharpaugmaj7-Dsharp.png;A#+M7/D#;A#augmaj7/D#;A#;augmaj7;Augmented Major 7th;D#
293;["2","3","3","0","0","0"];["1","3","2","0","0","0"];jguitar/Asharpaugmaj7-E.png;A#+M7/E;A#augmaj7/E;A#;augmaj7;Augmented Major 7th;E
294;["2","3","2","0","1","1"];["3","4","3","0","2","1"];jguitar/Asharpaugmaj7-F.png;A#+M7/F;A#augmaj7/F;A#;augmaj7;Augmented Major 7th;F
295;["2","x","2","0","1","2"];["4","0","3","0","1","2"];jguitar/Asharpaugmaj7-Fsharp.png;A#+M7/F#;A#augmaj7/F#;A#;augmaj7;Augmented Major 7th;F#
296;["2","3","3","0","0","3"];["1","4","3","0","0","2"];jguitar/Asharpaugmaj7-G.png;A#+M7/G;A#augmaj7/G;A#;augmaj7;Augmented Major 7th;G
297;["2","3","2","x","1","4"];["2","3","2","0","1","4"];jguitar/Asharpaugmaj7-Gsharp.png;A#+M7/G#;A#augmaj7/G#;A#;augmaj7;Augmented Major 7th;G#
298;["2","1","2","0","1","x"];["4","2","3","0","1","0"];jguitar/Asharpaugmaj9.png;A#+M9;A#augmaj9;A#;augmaj9;Augmented Major 9th;A#
299;["2","1","3","0","0","x"];["2","1","3","0","0","0"];jguitar/Asharpaugmaj9-A.png;A#+M9/A;A#augmaj9/A;A#;augmaj9;Augmented Major 9th;A
300;["5","7","5","8","5","7"];["1","3","1","4","1","2"];jguitar/Asharpaugmaj9-B.png;A#+M9/B;A#augmaj9/B;A#;augmaj9;Augmented Major 9th;B
301;["5","3","3","4","3","x"];["3","1","1","2","1","0"];jguitar/Asharpaugmaj9-C.png;A#+M9/C;A#augmaj9/C;A#;augmaj9;Augmented Major 9th;C
302;["8","10","x","8","9","10"];["1","4","0","1","2","3"];jguitar/Asharpaugmaj9-D.png;A#+M9/D;A#augmaj9/D;A#;augmaj9;Augmented Major 9th;D
303;["2","1","3","0","0","0"];["2","1","3","0","0","0"];jguitar/Asharpaugmaj9-E.png;A#+M9/E;A#augmaj9/E;A#;augmaj9;Augmented Major 9th;E
304;["2","1","3","0","0","1"];["3","2","4","0","0","1"];jguitar/Asharpaugmaj9-F.png;A#+M9/F;A#augmaj9/F;A#;augmaj9;Augmented Major 9th;F
305;["x","1","2","0","1","2"];["0","2","4","0","1","3"];jguitar/Asharpaugmaj9-Fsharp.png;A#+M9/F#;A#augmaj9/F#;A#;augmaj9;Augmented Major 9th;F#
306;["2","1","3","0","0","3"];["2","1","4","0","0","3"];jguitar/Asharpaugmaj9-G.png;A#+M9/G;A#augmaj9/G;A#;augmaj9;Augmented Major 9th;G
307;["2","1","3","0","0","4"];["2","1","3","0","0","4"];jguitar/Asharpaugmaj9-Gsharp.png;A#+M9/G#;A#augmaj9/G#;A#;augmaj9;Augmented Major 9th;G#
308;["0","2","3","2","1","x"];["0","3","4","2","1","0"];jguitar/Asharpdim.png;A#dim;A#dim;A#;dim;Diminished;A#
309;["0","2","3","2","0","x"];["0","2","3","1","0","0"];jguitar/Asharpdim-A.png;A#dim/A;A#dim/A;A#;dim;Diminished;A
310;["0","2","3","2","2","x"];["0","3","4","2","1","0"];jguitar/Asharpdim-B.png;A#dim/B;A#dim/B;A#;dim;Diminished;B
311;["0","2","3","2","3","x"];["0","2","4","1","3","0"];jguitar/Asharpdim-C.png;A#dim/C;A#dim/C;A#;dim;Diminished;C
312;["x","2","3","2","4","x"];["0","2","3","1","4","0"];jguitar/Asharpdim-Csharp.png;A#dim/C#;A#dim/C#;A#;dim;Diminished;C#
313;["0","2","3","0","x","x"];["0","1","2","0","0","0"];jguitar/Asharpdim-D.png;A#dim/D;A#dim/D;A#;dim;Diminished;D
314;["0","2","3","1","x","x"];["0","2","3","1","0","0"];jguitar/Asharpdim-Dsharp.png;A#dim/D#;A#dim/D#;A#;dim;Diminished;D#
315;["0","2","3","2","1","0"];["0","3","4","2","1","0"];jguitar/Asharpdim-E.png;A#dim/E;A#dim/E;A#;dim;Diminished;E
316;["0","2","x","2","1","1"];["0","4","0","3","2","1"];jguitar/Asharpdim-F.png;A#dim/F;A#dim/F;A#;dim;Diminished;F
317;["0","2","x","2","1","2"];["0","4","0","3","1","2"];jguitar/Asharpdim-Fsharp.png;A#dim/F#;A#dim/F#;A#;dim;Diminished;F#
318;["x","2","3","2","1","3"];["0","2","4","2","1","3"];jguitar/Asharpdim-G.png;A#dim/G;A#dim/G;A#;dim;Diminished;G
319;["x","2","3","2","4","4"];["0","1","2","1","4","3"];jguitar/Asharpdim-Gsharp.png;A#dim/G#;A#dim/G#;A#;dim;Diminished;G#
320;["0","2","0","2","1","x"];["0","3","0","2","1","0"];jguitar/Asharpdim7.png;A#dim7;A#dim7;A#;dim7;Diminished 7th;A#
321;["3","2","3","2","0","x"];["4","2","3","1","0","0"];jguitar/Asharpdim7-A.png;A#dim7/A;A#dim7/A;A#;dim7;Diminished 7th;A
322;["3","2","3","2","2","x"];["3","1","2","1","1","0"];jguitar/Asharpdim7-B.png;A#dim7/B;A#dim7/B;A#;dim7;Diminished 7th;B
323;["3","2","3","2","3","x"];["4","1","3","1","2","0"];jguitar/Asharpdim7-C.png;A#dim7/C;A#dim7/C;A#;dim7;Diminished 7th;C
324;["3","5","3","5","4","x"];["1","4","1","3","2","0"];jguitar/Asharpdim7-Csharp.png;A#dim7/C#;A#dim7/C#;A#;dim7;Diminished 7th;C#
325;["6","5","6","5","5","x"];["3","1","2","1","1","0"];jguitar/Asharpdim7-D.png;A#dim7/D;A#dim7/D;A#;dim7;Diminished 7th;D
326;["6","5","6","5","6","x"];["4","1","3","1","2","0"];jguitar/Asharpdim7-Dsharp.png;A#dim7/D#;A#dim7/D#;A#;dim7;Diminished 7th;D#
327;["0","2","0","2","1","0"];["0","3","0","2","1","0"];jguitar/Asharpdim7-E.png;A#dim7/E;A#dim7/E;A#;dim7;Diminished 7th;E
328;["0","2","0","2","1","1"];["0","4","0","3","2","1"];jguitar/Asharpdim7-F.png;A#dim7/F;A#dim7/F;A#;dim7;Diminished 7th;F
329;["0","2","0","2","1","2"];["0","4","0","3","1","2"];jguitar/Asharpdim7-Fsharp.png;A#dim7/F#;A#dim7/F#;A#;dim7;Diminished 7th;F#
330;["0","2","0","2","1","3"];["0","3","0","2","1","4"];jguitar/Asharpdim7-G.png;A#dim7/G;A#dim7/G;A#;dim7;Diminished 7th;G
331;["3","x","3","2","4","4"];["2","0","2","1","4","3"];jguitar/Asharpdim7-Gsharp.png;A#dim7/G#;A#dim7/G#;A#;dim7;Diminished 7th;G#
332;["1","2","3","3","1","x"];["1","2","4","3","1","0"];jguitar/Asharpm.png;A#m;A#m;A#;m;Minor;A#
333;["2","2","3","4","1","x"];["2","2","3","4","1","0"];jguitar/Asharpmsharp5.png;A#m#5;A#m#5;A#;m#5;Minor Sharp 5th;A#
334;["2","2","3","x","0","x"];["1","1","2","0","0","0"];jguitar/Asharpmsharp5-A.png;A#m#5/A;A#m#5/A;A#;m#5;Minor Sharp 5th;A
335;["2","2","3","4","2","x"];["1","1","2","3","1","0"];jguitar/Asharpmsharp5-B.png;A#m#5/B;A#m#5/B;A#;m#5;Minor Sharp 5th;B
336;["2","2","3","4","3","x"];["1","1","3","4","2","0"];jguitar/Asharpmsharp5-C.png;A#m#5/C;A#m#5/C;A#;m#5;Minor Sharp 5th;C
337;["2","2","3","4","4","x"];["1","1","2","4","3","0"];jguitar/Asharpmsharp5-Csharp.png;A#m#5/C#;A#m#5/C#;A#;m#5;Minor Sharp 5th;C#
338;["2","2","3","0","x","x"];["1","1","2","0","0","0"];jguitar/Asharpmsharp5-D.png;A#m#5/D;A#m#5/D;A#;m#5;Minor Sharp 5th;D
